tensor_id,tensor_name,tensor_type,size_KB,module_path,event_type,t_start_us,t_end_us,src_name,dest_name
2942,param_8563_8564,WEIGHT,114688.000,model.layers.28.mlp.gate_proj,TRANSFER,833594.240,838182.240,ram,vram0
2942,param_8563_8564,WEIGHT,114688.000,model.layers.28.mlp.gate_proj,TRANSFER,833594.240,838182.240,ram,vram0
2935,param_8546_8547,WEIGHT,4.000,model.layers.28.post_attention_layernorm,TRANSFER,833615.952,833616.272,ram,vram0
2935,param_8546_8547,WEIGHT,4.000,model.layers.28.post_attention_layernorm,TRANSFER,833615.952,833616.272,ram,vram0
2940,param_8559_8560,WEIGHT,8.000,model.layers.28.post_attention_layernorm,TRANSFER,833621.168,833621.808,ram,vram0
2940,param_8559_8560,WEIGHT,8.000,model.layers.28.post_attention_layernorm,TRANSFER,833621.168,833621.808,ram,vram0
2948,param_8580_8581,WEIGHT,114688.000,model.layers.28.mlp.up_proj,TRANSFER,838187.459,842774.979,ram,vram0
2948,param_8580_8581,WEIGHT,114688.000,model.layers.28.mlp.up_proj,TRANSFER,838187.459,842774.979,ram,vram0
2954,param_8598_8599,WEIGHT,114688.000,model.layers.28.mlp.down_proj,TRANSFER,842774.979,847362.499,ram,vram0
2954,param_8598_8599,WEIGHT,114688.000,model.layers.28.mlp.down_proj,TRANSFER,842774.979,847362.499,ram,vram0
2970,param_8643_8644,WEIGHT,32768.000,model.layers.29.self_attn.q_proj,TRANSFER,847577.559,849544.119,ram,vram0
2970,param_8643_8644,WEIGHT,32768.000,model.layers.29.self_attn.q_proj,TRANSFER,847577.559,849544.119,ram,vram0
2977,param_8663_8664,WEIGHT,8192.000,model.layers.29.self_attn.k_proj,TRANSFER,847632.562,848589.278,ram,vram0
2977,param_8663_8664,WEIGHT,8192.000,model.layers.29.self_attn.k_proj,TRANSFER,847632.562,848589.278,ram,vram0
2984,param_8683_8684,WEIGHT,8192.000,model.layers.29.self_attn.v_proj,TRANSFER,847686.171,848642.887,ram,vram0
2984,param_8683_8684,WEIGHT,8192.000,model.layers.29.self_attn.v_proj,TRANSFER,847686.171,848642.887,ram,vram0
2963,param_8626_8627,WEIGHT,4.000,model.layers.29.input_layernorm,TRANSFER,847801.235,847801.875,ram,vram0
2963,param_8626_8627,WEIGHT,4.000,model.layers.29.input_layernorm,TRANSFER,847801.235,847801.875,ram,vram0
2968,param_8639_8640,WEIGHT,8.000,model.layers.29.input_layernorm,TRANSFER,847806.707,847807.987,ram,vram0
2968,param_8639_8640,WEIGHT,8.000,model.layers.29.input_layernorm,TRANSFER,847806.707,847807.987,ram,vram0
3028,param_8812_8813,WEIGHT,32768.000,model.layers.29.self_attn.o_proj,TRANSFER,849902.856,851213.576,ram,vram0
3028,param_8812_8813,WEIGHT,32768.000,model.layers.29.self_attn.o_proj,TRANSFER,849902.856,851213.576,ram,vram0
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,TRANSFER,851318.505,851318.825,ram,vram0
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,TRANSFER,851318.505,851318.825,ram,vram0
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,TRANSFER,851318.505,851318.825,ram,vram0
3036,param_8839_8840,WEIGHT,4.000,model.layers.29.post_attention_layernorm,TRANSFER,851318.505,851318.825,ram,vram0
3041,param_8852_8853,WEIGHT,8.000,model.layers.29.post_attention_layernorm,TRANSFER,851344.183,851344.823,ram,vram0
3041,param_8852_8853,WEIGHT,8.000,model.layers.29.post_attention_layernorm,TRANSFER,851344.183,851344.823,ram,vram0
3043,param_8856_8857,WEIGHT,114688.000,model.layers.29.mlp.gate_proj,TRANSFER,851344.183,855932.023,ram,vram0
3043,param_8856_8857,WEIGHT,114688.000,model.layers.29.mlp.gate_proj,TRANSFER,851344.183,855932.023,ram,vram0
3049,param_8874_8875,WEIGHT,114688.000,model.layers.29.mlp.up_proj,TRANSFER,856105.402,860692.922,ram,vram0
3049,param_8874_8875,WEIGHT,114688.000,model.layers.29.mlp.up_proj,TRANSFER,856105.402,860692.922,ram,vram0
3055,param_8892_8893,WEIGHT,114688.000,model.layers.29.mlp.down_proj,TRANSFER,860828.886,865416.406,ram,vram0
3055,param_8892_8893,WEIGHT,114688.000,model.layers.29.mlp.down_proj,TRANSFER,860828.886,865416.406,ram,vram0
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,TRANSFER,865613.132,865613.452,ram,vram0
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,TRANSFER,865613.132,865613.452,ram,vram0
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,TRANSFER,865613.132,865613.452,ram,vram0
3064,param_8920_8921,WEIGHT,4.000,model.layers.30.input_layernorm,TRANSFER,865613.132,865613.452,ram,vram0
3069,param_8933_8934,WEIGHT,8.000,model.layers.30.input_layernorm,TRANSFER,865640.964,865641.604,ram,vram0
3069,param_8933_8934,WEIGHT,8.000,model.layers.30.input_layernorm,TRANSFER,865640.964,865641.604,ram,vram0
3071,param_8937_8938,WEIGHT,32768.000,model.layers.30.self_attn.q_proj,TRANSFER,865640.964,866952.004,ram,vram0
3071,param_8937_8938,WEIGHT,32768.000,model.layers.30.self_attn.q_proj,TRANSFER,865640.964,866952.004,ram,vram0
3078,param_8957_8958,WEIGHT,8192.000,model.layers.30.self_attn.k_proj,TRANSFER,867011.536,867339.216,ram,vram0
3078,param_8957_8958,WEIGHT,8192.000,model.layers.30.self_attn.k_proj,TRANSFER,867011.536,867339.216,ram,vram0
3085,param_8977_8978,WEIGHT,8192.000,model.layers.30.self_attn.v_proj,TRANSFER,867373.625,867701.305,ram,vram0
3085,param_8977_8978,WEIGHT,8192.000,model.layers.30.self_attn.v_proj,TRANSFER,867373.625,867701.305,ram,vram0
3129,param_9104_9105,WEIGHT,32768.000,model.layers.30.self_attn.o_proj,TRANSFER,868073.866,869384.586,ram,vram0
3129,param_9104_9105,WEIGHT,32768.000,model.layers.30.self_attn.o_proj,TRANSFER,868073.866,869384.586,ram,vram0
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,TRANSFER,869489.024,869489.344,ram,vram0
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,TRANSFER,869489.024,869489.344,ram,vram0
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,TRANSFER,869489.024,869489.344,ram,vram0
3137,param_9131_9132,WEIGHT,4.000,model.layers.30.post_attention_layernorm,TRANSFER,869489.024,869489.344,ram,vram0
3142,param_9144_9145,WEIGHT,8.000,model.layers.30.post_attention_layernorm,TRANSFER,869517.347,869517.987,ram,vram0
3142,param_9144_9145,WEIGHT,8.000,model.layers.30.post_attention_layernorm,TRANSFER,869517.347,869517.987,ram,vram0
3144,param_9148_9149,WEIGHT,114688.000,model.layers.30.mlp.gate_proj,TRANSFER,869517.347,874105.187,ram,vram0
3144,param_9148_9149,WEIGHT,114688.000,model.layers.30.mlp.gate_proj,TRANSFER,869517.347,874105.187,ram,vram0
3150,param_9165_9166,WEIGHT,114688.000,model.layers.30.mlp.up_proj,TRANSFER,874268.245,878855.765,ram,vram0
3150,param_9165_9166,WEIGHT,114688.000,model.layers.30.mlp.up_proj,TRANSFER,874268.245,878855.765,ram,vram0
3156,param_9182_9183,WEIGHT,114688.000,model.layers.30.mlp.down_proj,TRANSFER,878855.765,884757.205,ram,vram0
3156,param_9182_9183,WEIGHT,114688.000,model.layers.30.mlp.down_proj,TRANSFER,878855.765,884757.205,ram,vram0
3172,param_9227_9228,WEIGHT,32768.000,model.layers.31.self_attn.q_proj,TRANSFER,878958.995,881580.435,ram,vram0
3172,param_9227_9228,WEIGHT,32768.000,model.layers.31.self_attn.q_proj,TRANSFER,878958.995,881580.435,ram,vram0
3165,param_9210_9211,WEIGHT,4.000,model.layers.31.input_layernorm,TRANSFER,884898.644,884898.804,ram,vram0
3165,param_9210_9211,WEIGHT,4.000,model.layers.31.input_layernorm,TRANSFER,884898.644,884898.804,ram,vram0
3170,param_9223_9224,WEIGHT,8.000,model.layers.31.input_layernorm,TRANSFER,884903.796,884904.116,ram,vram0
3170,param_9223_9224,WEIGHT,8.000,model.layers.31.input_layernorm,TRANSFER,884903.796,884904.116,ram,vram0
3179,param_9247_9248,WEIGHT,8192.000,model.layers.31.self_attn.k_proj,TRANSFER,884946.802,885274.482,ram,vram0
3179,param_9247_9248,WEIGHT,8192.000,model.layers.31.self_attn.k_proj,TRANSFER,884946.802,885274.482,ram,vram0
3186,param_9267_9268,WEIGHT,8192.000,model.layers.31.self_attn.v_proj,TRANSFER,885301.926,885629.606,ram,vram0
3186,param_9267_9268,WEIGHT,8192.000,model.layers.31.self_attn.v_proj,TRANSFER,885301.926,885629.606,ram,vram0
3230,param_9395_9396,WEIGHT,32768.000,model.layers.31.self_attn.o_proj,TRANSFER,885952.005,887262.725,ram,vram0
3230,param_9395_9396,WEIGHT,32768.000,model.layers.31.self_attn.o_proj,TRANSFER,885952.005,887262.725,ram,vram0
3238,param_9422_9423,WEIGHT,4.000,model.layers.31.post_attention_layernorm,TRANSFER,887370.142,887370.302,ram,vram0
3238,param_9422_9423,WEIGHT,4.000,model.layers.31.post_attention_layernorm,TRANSFER,887370.142,887370.302,ram,vram0
3243,param_9435_9436,WEIGHT,8.000,model.layers.31.post_attention_layernorm,TRANSFER,887393.592,887394.232,ram,vram0
3243,param_9435_9436,WEIGHT,8.000,model.layers.31.post_attention_layernorm,TRANSFER,887393.592,887394.232,ram,vram0
3245,param_9439_9440,WEIGHT,114688.000,model.layers.31.mlp.gate_proj,TRANSFER,887393.592,891981.432,ram,vram0
3245,param_9439_9440,WEIGHT,114688.000,model.layers.31.mlp.gate_proj,TRANSFER,887393.592,891981.432,ram,vram0
3251,param_9456_9457,WEIGHT,114688.000,model.layers.31.mlp.up_proj,TRANSFER,892139.598,896727.118,ram,vram0
3251,param_9456_9457,WEIGHT,114688.000,model.layers.31.mlp.up_proj,TRANSFER,892139.598,896727.118,ram,vram0
3257,param_9474_9475,WEIGHT,114688.000,model.layers.31.mlp.down_proj,TRANSFER,896727.118,901314.638,ram,vram0
3257,param_9474_9475,WEIGHT,114688.000,model.layers.31.mlp.down_proj,TRANSFER,896727.118,901314.638,ram,vram0
3266,param_9502_9503,WEIGHT,4.000,model.norm,TRANSFER,901492.059,901492.219,ram,vram0
3266,param_9502_9503,WEIGHT,4.000,model.norm,TRANSFER,901492.059,901492.219,ram,vram0
3271,param_9515_9516,WEIGHT,8.000,model.norm,TRANSFER,901526.732,901527.052,ram,vram0
3271,param_9515_9516,WEIGHT,8.000,model.norm,TRANSFER,901526.732,901527.052,ram,vram0
3274,param_9521_9522,WEIGHT,1026048.000,lm_head,TRANSFER,901540.703,942582.623,ram,vram0
3274,param_9521_9522,WEIGHT,1026048.000,lm_head,TRANSFER,901540.703,942582.623,ram,vram0
3,param_25_26,WEIGHT,1026048.000,model.embed_tokens,RELEASE,253402.744,253402.744,,
9,param_48_49,WEIGHT,4.000,model.rotary_emb,RELEASE,265664.295,265664.295,,
25,param_101_102,WEIGHT,4.000,model.rotary_emb,RELEASE,270011.660,270011.660,,
27,param_106_107,WEIGHT,4.000,model.rotary_emb,RELEASE,270012.812,270012.812,,
34,param_135_136,WEIGHT,4.000,model.layers.0.input_layernorm,RELEASE,288738.305,288738.305,,
39,param_149_150,WEIGHT,8.000,model.layers.0.input_layernorm,RELEASE,288745.025,288745.025,,
41,param_154_155,WEIGHT,32768.000,model.layers.0.self_attn.q_proj,RELEASE,327015.807,327015.807,,
48,param_174_175,WEIGHT,8192.000,model.layers.0.self_attn.k_proj,RELEASE,330218.109,330218.109,,
55,param_194_195,WEIGHT,8192.000,model.layers.0.self_attn.v_proj,RELEASE,330603.001,330603.001,,
99,param_334_335,WEIGHT,32768.000,model.layers.0.self_attn.o_proj,RELEASE,343897.885,343897.885,,
107,param_361_362,WEIGHT,4.000,model.layers.0.post_attention_layernorm,RELEASE,343906.749,343906.749,,
112,param_374_375,WEIGHT,8.000,model.layers.0.post_attention_layernorm,RELEASE,343912.861,343912.861,,
114,param_378_379,WEIGHT,114688.000,model.layers.0.mlp.gate_proj,RELEASE,344071.518,344071.518,,
120,param_395_396,WEIGHT,114688.000,model.layers.0.mlp.up_proj,RELEASE,344198.943,344198.943,,
126,param_413_414,WEIGHT,114688.000,model.layers.0.mlp.down_proj,RELEASE,344382.384,344382.384,,
135,param_441_442,WEIGHT,4.000,model.layers.1.input_layernorm,RELEASE,344434.277,344434.277,,
140,param_454_455,WEIGHT,8.000,model.layers.1.input_layernorm,RELEASE,344467.896,344467.896,,
142,param_458_459,WEIGHT,32768.000,model.layers.1.self_attn.q_proj,RELEASE,345815.032,345815.032,,
149,param_478_479,WEIGHT,8192.000,model.layers.1.self_attn.k_proj,RELEASE,346170.417,346170.417,,
156,param_498_499,WEIGHT,8192.000,model.layers.1.self_attn.v_proj,RELEASE,346530.564,346530.564,,
200,param_630_631,WEIGHT,32768.000,model.layers.1.self_attn.o_proj,RELEASE,348183.776,348183.776,,
208,param_657_658,WEIGHT,4.000,model.layers.1.post_attention_layernorm,RELEASE,348232.296,348232.296,,
213,param_670_671,WEIGHT,8.000,model.layers.1.post_attention_layernorm,RELEASE,348253.777,348253.777,,
215,param_674_675,WEIGHT,114688.000,model.layers.1.mlp.gate_proj,RELEASE,352965.234,352965.234,,
221,param_691_692,WEIGHT,114688.000,model.layers.1.mlp.up_proj,RELEASE,357690.925,357690.925,,
227,param_709_710,WEIGHT,114688.000,model.layers.1.mlp.down_proj,RELEASE,362412.805,362412.805,,
236,param_737_738,WEIGHT,4.000,model.layers.2.input_layernorm,RELEASE,362473.053,362473.053,,
236,param_737_738,WEIGHT,4.000,model.layers.2.input_layernorm,RELEASE,362473.053,362473.053,,
241,param_750_751,WEIGHT,8.000,model.layers.2.input_layernorm,RELEASE,362494.735,362494.735,,
243,param_754_755,WEIGHT,32768.000,model.layers.2.self_attn.q_proj,RELEASE,363841.519,363841.519,,
250,param_774_775,WEIGHT,8192.000,model.layers.2.self_attn.k_proj,RELEASE,364199.589,364199.589,,
257,param_794_795,WEIGHT,8192.000,model.layers.2.self_attn.v_proj,RELEASE,364554.367,364554.367,,
301,param_925_926,WEIGHT,32768.000,model.layers.2.self_attn.o_proj,RELEASE,366191.209,366191.209,,
309,param_952_953,WEIGHT,4.000,model.layers.2.post_attention_layernorm,RELEASE,366259.751,366259.751,,
309,param_952_953,WEIGHT,4.000,model.layers.2.post_attention_layernorm,RELEASE,366259.751,366259.751,,
314,param_965_966,WEIGHT,8.000,model.layers.2.post_attention_layernorm,RELEASE,366287.480,366287.480,,
316,param_969_970,WEIGHT,114688.000,model.layers.2.mlp.gate_proj,RELEASE,370999.192,370999.192,,
322,param_987_988,WEIGHT,114688.000,model.layers.2.mlp.up_proj,RELEASE,375723.122,375723.122,,
328,param_1005_1006,WEIGHT,114688.000,model.layers.2.mlp.down_proj,RELEASE,380458.387,380458.387,,
337,param_1033_1034,WEIGHT,4.000,model.layers.3.input_layernorm,RELEASE,380509.729,380509.729,,
342,param_1046_1047,WEIGHT,8.000,model.layers.3.input_layernorm,RELEASE,380545.546,380545.546,,
344,param_1050_1051,WEIGHT,32768.000,model.layers.3.self_attn.q_proj,RELEASE,381891.658,381891.658,,
351,param_1070_1071,WEIGHT,8192.000,model.layers.3.self_attn.k_proj,RELEASE,382247.427,382247.427,,
358,param_1090_1091,WEIGHT,8192.000,model.layers.3.self_attn.v_proj,RELEASE,382600.695,382600.695,,
402,param_1218_1219,WEIGHT,32768.000,model.layers.3.self_attn.o_proj,RELEASE,384245.045,384245.045,,
410,param_1245_1246,WEIGHT,4.000,model.layers.3.post_attention_layernorm,RELEASE,384295.097,384295.097,,
415,param_1258_1259,WEIGHT,8.000,model.layers.3.post_attention_layernorm,RELEASE,384320.974,384320.974,,
417,param_1262_1263,WEIGHT,114688.000,model.layers.3.mlp.gate_proj,RELEASE,389031.631,389031.631,,
423,param_1279_1280,WEIGHT,114688.000,model.layers.3.mlp.up_proj,RELEASE,393753.599,393753.599,,
429,param_1296_1297,WEIGHT,114688.000,model.layers.3.mlp.down_proj,RELEASE,398502.937,398502.937,,
438,param_1324_1325,WEIGHT,4.000,model.layers.4.input_layernorm,RELEASE,398555.498,398555.498,,
443,param_1337_1338,WEIGHT,8.000,model.layers.4.input_layernorm,RELEASE,398589.176,398589.176,,
445,param_1341_1342,WEIGHT,32768.000,model.layers.4.self_attn.q_proj,RELEASE,399968.664,399968.664,,
452,param_1361_1362,WEIGHT,8192.000,model.layers.4.self_attn.k_proj,RELEASE,400534.986,400534.986,,
459,param_1381_1382,WEIGHT,8192.000,model.layers.4.self_attn.v_proj,RELEASE,400580.996,400580.996,,
503,param_1510_1511,WEIGHT,32768.000,model.layers.4.self_attn.o_proj,RELEASE,402257.621,402257.621,,
511,param_1537_1538,WEIGHT,4.000,model.layers.4.post_attention_layernorm,RELEASE,402341.879,402341.879,,
516,param_1550_1551,WEIGHT,8.000,model.layers.4.post_attention_layernorm,RELEASE,402348.823,402348.823,,
518,param_1554_1555,WEIGHT,114688.000,model.layers.4.mlp.gate_proj,RELEASE,411592.190,411592.190,,
524,param_1571_1572,WEIGHT,114688.000,model.layers.4.mlp.up_proj,RELEASE,411718.783,411718.783,,
530,param_1589_1590,WEIGHT,114688.000,model.layers.4.mlp.down_proj,RELEASE,417492.774,417492.774,,
539,param_1617_1618,WEIGHT,4.000,model.layers.5.input_layernorm,RELEASE,417535.006,417535.006,,
544,param_1630_1631,WEIGHT,8.000,model.layers.5.input_layernorm,RELEASE,417541.597,417541.597,,
546,param_1634_1635,WEIGHT,32768.000,model.layers.5.self_attn.q_proj,RELEASE,417579.709,417579.709,,
553,param_1654_1655,WEIGHT,8192.000,model.layers.5.self_attn.k_proj,RELEASE,418132.282,418132.282,,
560,param_1674_1675,WEIGHT,8192.000,model.layers.5.self_attn.v_proj,RELEASE,418174.856,418174.856,,
604,param_1803_1804,WEIGHT,32768.000,model.layers.5.self_attn.o_proj,RELEASE,419805.108,419805.108,,
612,param_1830_1831,WEIGHT,4.000,model.layers.5.post_attention_layernorm,RELEASE,419861.806,419861.806,,
612,param_1830_1831,WEIGHT,4.000,model.layers.5.post_attention_layernorm,RELEASE,419861.806,419861.806,,
617,param_1843_1844,WEIGHT,8.000,model.layers.5.post_attention_layernorm,RELEASE,419883.604,419883.604,,
619,param_1847_1848,WEIGHT,114688.000,model.layers.5.mlp.gate_proj,RELEASE,424600.149,424600.149,,
625,param_1865_1866,WEIGHT,114688.000,model.layers.5.mlp.up_proj,RELEASE,429323.424,429323.424,,
631,param_1883_1884,WEIGHT,114688.000,model.layers.5.mlp.down_proj,RELEASE,434045.853,434045.853,,
640,param_1911_1912,WEIGHT,4.000,model.layers.6.input_layernorm,RELEASE,434109.868,434109.868,,
645,param_1924_1925,WEIGHT,8.000,model.layers.6.input_layernorm,RELEASE,434130.939,434130.939,,
647,param_1928_1929,WEIGHT,32768.000,model.layers.6.self_attn.q_proj,RELEASE,435477.980,435477.980,,
654,param_1948_1949,WEIGHT,8192.000,model.layers.6.self_attn.k_proj,RELEASE,435846.296,435846.296,,
661,param_1968_1969,WEIGHT,8192.000,model.layers.6.self_attn.v_proj,RELEASE,436203.839,436203.839,,
705,param_2095_2096,WEIGHT,32768.000,model.layers.6.self_attn.o_proj,RELEASE,437860.005,437860.005,,
713,param_2122_2123,WEIGHT,4.000,model.layers.6.post_attention_layernorm,RELEASE,437917.815,437917.815,,
718,param_2135_2136,WEIGHT,8.000,model.layers.6.post_attention_layernorm,RELEASE,437943.172,437943.172,,
720,param_2139_2140,WEIGHT,114688.000,model.layers.6.mlp.gate_proj,RELEASE,442654.854,442654.854,,
726,param_2156_2157,WEIGHT,114688.000,model.layers.6.mlp.up_proj,RELEASE,447377.365,447377.365,,
732,param_2173_2174,WEIGHT,114688.000,model.layers.6.mlp.down_proj,RELEASE,452100.353,452100.353,,
741,param_2201_2202,WEIGHT,4.000,model.layers.7.input_layernorm,RELEASE,452153.033,452153.033,,
746,param_2214_2215,WEIGHT,8.000,model.layers.7.input_layernorm,RELEASE,452188.328,452188.328,,
748,param_2218_2219,WEIGHT,32768.000,model.layers.7.self_attn.q_proj,RELEASE,453535.784,453535.784,,
755,param_2238_2239,WEIGHT,8192.000,model.layers.7.self_attn.k_proj,RELEASE,453895.514,453895.514,,
762,param_2258_2259,WEIGHT,8192.000,model.layers.7.self_attn.v_proj,RELEASE,454248.734,454248.734,,
806,param_2387_2388,WEIGHT,32768.000,model.layers.7.self_attn.o_proj,RELEASE,455900.944,455900.944,,
814,param_2414_2415,WEIGHT,4.000,model.layers.7.post_attention_layernorm,RELEASE,455957.367,455957.367,,
819,param_2427_2428,WEIGHT,8.000,model.layers.7.post_attention_layernorm,RELEASE,462783.358,462783.358,,
821,param_2431_2432,WEIGHT,114688.000,model.layers.7.mlp.gate_proj,RELEASE,471433.963,471433.963,,
827,param_2448_2449,WEIGHT,114688.000,model.layers.7.mlp.up_proj,RELEASE,471561.932,471561.932,,
833,param_2466_2467,WEIGHT,114688.000,model.layers.7.mlp.down_proj,RELEASE,471690.029,471690.029,,
842,param_2494_2495,WEIGHT,4.000,model.layers.8.input_layernorm,RELEASE,471712.267,471712.267,,
847,param_2507_2508,WEIGHT,8.000,model.layers.8.input_layernorm,RELEASE,471719.019,471719.019,,
849,param_2511_2512,WEIGHT,32768.000,model.layers.8.self_attn.q_proj,RELEASE,471757.451,471757.451,,
856,param_2531_2532,WEIGHT,8192.000,model.layers.8.self_attn.k_proj,RELEASE,471769.547,471769.547,,
863,param_2551_2552,WEIGHT,8192.000,model.layers.8.self_attn.v_proj,RELEASE,471781.547,471781.547,,
907,param_2680_2681,WEIGHT,32768.000,model.layers.8.self_attn.o_proj,RELEASE,473352.658,473352.658,,
915,param_2707_2708,WEIGHT,4.000,model.layers.8.post_attention_layernorm,RELEASE,473430.334,473430.334,,
915,param_2707_2708,WEIGHT,4.000,model.layers.8.post_attention_layernorm,RELEASE,473430.334,473430.334,,
920,param_2720_2721,WEIGHT,8.000,model.layers.8.post_attention_layernorm,RELEASE,473457.574,473457.574,,
922,param_2724_2725,WEIGHT,114688.000,model.layers.8.mlp.gate_proj,RELEASE,478188.903,478188.903,,
928,param_2742_2743,WEIGHT,114688.000,model.layers.8.mlp.up_proj,RELEASE,482911.391,482911.391,,
934,param_2760_2761,WEIGHT,114688.000,model.layers.8.mlp.down_proj,RELEASE,487499.678,487499.678,,
943,param_2788_2789,WEIGHT,4.000,model.layers.9.input_layernorm,RELEASE,487559.145,487559.145,,
948,param_2801_2802,WEIGHT,8.000,model.layers.9.input_layernorm,RELEASE,487584.535,487584.535,,
950,param_2805_2806,WEIGHT,32768.000,model.layers.9.self_attn.q_proj,RELEASE,488931.095,488931.095,,
957,param_2825_2826,WEIGHT,8192.000,model.layers.9.self_attn.k_proj,RELEASE,489298.522,489298.522,,
964,param_2845_2846,WEIGHT,8192.000,model.layers.9.self_attn.v_proj,RELEASE,489662.727,489662.727,,
1008,param_2972_2973,WEIGHT,32768.000,model.layers.9.self_attn.o_proj,RELEASE,491375.706,491375.706,,
1016,param_2999_3000,WEIGHT,4.000,model.layers.9.post_attention_layernorm,RELEASE,491446.996,491446.996,,
1021,param_3012_3013,WEIGHT,8.000,model.layers.9.post_attention_layernorm,RELEASE,491469.347,491469.347,,
1023,param_3016_3017,WEIGHT,114688.000,model.layers.9.mlp.gate_proj,RELEASE,496180.196,496180.196,,
1029,param_3033_3034,WEIGHT,114688.000,model.layers.9.mlp.up_proj,RELEASE,500905.127,500905.127,,
1035,param_3050_3051,WEIGHT,114688.000,model.layers.9.mlp.down_proj,RELEASE,505626.986,505626.986,,
1044,param_3078_3079,WEIGHT,4.000,model.layers.10.input_layernorm,RELEASE,505679.122,505679.122,,
1044,param_3078_3079,WEIGHT,4.000,model.layers.10.input_layernorm,RELEASE,505679.122,505679.122,,
1049,param_3091_3092,WEIGHT,8.000,model.layers.10.input_layernorm,RELEASE,505702.884,505702.884,,
1051,param_3095_3096,WEIGHT,32768.000,model.layers.10.self_attn.q_proj,RELEASE,507049.124,507049.124,,
1058,param_3115_3116,WEIGHT,8192.000,model.layers.10.self_attn.k_proj,RELEASE,507411.180,507411.180,,
1065,param_3135_3136,WEIGHT,8192.000,model.layers.10.self_attn.v_proj,RELEASE,507766.580,507766.580,,
1109,param_3263_3264,WEIGHT,32768.000,model.layers.10.self_attn.o_proj,RELEASE,509407.563,509407.563,,
1117,param_3290_3291,WEIGHT,4.000,model.layers.10.post_attention_layernorm,RELEASE,509456.348,509456.348,,
1117,param_3290_3291,WEIGHT,4.000,model.layers.10.post_attention_layernorm,RELEASE,509456.348,509456.348,,
1122,param_3303_3304,WEIGHT,8.000,model.layers.10.post_attention_layernorm,RELEASE,509480.588,509480.588,,
1124,param_3307_3308,WEIGHT,114688.000,model.layers.10.mlp.gate_proj,RELEASE,514190.445,514190.445,,
1130,param_3324_3325,WEIGHT,114688.000,model.layers.10.mlp.up_proj,RELEASE,518912.965,518912.965,,
1136,param_3342_3343,WEIGHT,114688.000,model.layers.10.mlp.down_proj,RELEASE,523643.265,523643.265,,
1145,param_3370_3371,WEIGHT,4.000,model.layers.11.input_layernorm,RELEASE,523697.941,523697.941,,
1150,param_3383_3384,WEIGHT,8.000,model.layers.11.input_layernorm,RELEASE,523723.445,523723.445,,
1152,param_3387_3388,WEIGHT,32768.000,model.layers.11.self_attn.q_proj,RELEASE,525069.269,525069.269,,
1159,param_3407_3408,WEIGHT,8192.000,model.layers.11.self_attn.k_proj,RELEASE,525433.409,525433.409,,
1166,param_3427_3428,WEIGHT,8192.000,model.layers.11.self_attn.v_proj,RELEASE,525788.185,525788.185,,
1210,param_3556_3557,WEIGHT,32768.000,model.layers.11.self_attn.o_proj,RELEASE,527450.717,527450.717,,
1218,param_3583_3584,WEIGHT,4.000,model.layers.11.post_attention_layernorm,RELEASE,527514.033,527514.033,,
1218,param_3583_3584,WEIGHT,4.000,model.layers.11.post_attention_layernorm,RELEASE,527514.033,527514.033,,
1223,param_3596_3597,WEIGHT,8.000,model.layers.11.post_attention_layernorm,RELEASE,527540.089,527540.089,,
1225,param_3600_3601,WEIGHT,114688.000,model.layers.11.mlp.gate_proj,RELEASE,532250.650,532250.650,,
1231,param_3618_3619,WEIGHT,114688.000,model.layers.11.mlp.up_proj,RELEASE,536972.577,536972.577,,
1237,param_3636_3637,WEIGHT,114688.000,model.layers.11.mlp.down_proj,RELEASE,541695.807,541695.807,,
1246,param_3664_3665,WEIGHT,4.000,model.layers.12.input_layernorm,RELEASE,541745.961,541745.961,,
1251,param_3677_3678,WEIGHT,8.000,model.layers.12.input_layernorm,RELEASE,541780.995,541780.995,,
1253,param_3681_3682,WEIGHT,32768.000,model.layers.12.self_attn.q_proj,RELEASE,543126.755,543126.755,,
1260,param_3701_3702,WEIGHT,8192.000,model.layers.12.self_attn.k_proj,RELEASE,543486.353,543486.353,,
1267,param_3721_3722,WEIGHT,8192.000,model.layers.12.self_attn.v_proj,RELEASE,543842.657,543842.657,,
1311,param_3848_3849,WEIGHT,32768.000,model.layers.12.self_attn.o_proj,RELEASE,545504.576,545504.576,,
1319,param_3875_3876,WEIGHT,4.000,model.layers.12.post_attention_layernorm,RELEASE,545556.274,545556.274,,
1324,param_3888_3889,WEIGHT,8.000,model.layers.12.post_attention_layernorm,RELEASE,545592.637,545592.637,,
1326,param_3892_3893,WEIGHT,114688.000,model.layers.12.mlp.gate_proj,RELEASE,550302.622,550302.622,,
