step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,0,cache_5_6,t0,CONTEXT,5,6,0,77,8,616,cpu,,"[1,77]",3,4
0,1,cache_12_13,t1,CONTEXT,12,13,0,77,8,616,cpu,,"[1,77]",3,3
0,2,cache_19_20,t2,CONTEXT,19,20,0,11,8,88,cpu,,"[1,11]",3,3
0,3,cache_26_27,t3,CONTEXT,26,27,0,11,8,88,cpu,,"[1,11]",3,3
0,4,cache_35_36,t4,CONTEXT,35,36,0,77,8,616,cuda:0,,"[1,77]",3,3
0,5,param_39_40,t5,WEIGHT,39,40,0,77,8,616,cpu,,"[1,77]",0,4
0,6,cache_44_45,t6,CONTEXT,44,45,0,77,8,616,cuda:0,,"[1,77]",2,2
0,7,param_48_40,t7,WEIGHT,48,40,0,77,8,616,cpu,,"[1,77]",0,2
0,8,param_48_45,t8,WEIGHT,48,45,0,77,8,616,cuda:0,,"[1,77]",0,4
0,9,cache_51_36,t9,CONTEXT,51,36,0,77,8,616,cuda:0,,"[1,77]",3,4
0,10,param_53_54,t10,WEIGHT,53,54,0,37945344,2,75890688,cpu,,"[49408,768]",0,4
0,11,cache_58_59,t11,CONTEXT,58,59,0,37945344,2,75890688,cuda:0,,"[49408,768]",2,2
0,12,param_62_54,t12,WEIGHT,62,54,0,37945344,2,75890688,cpu,,"[49408,768]",0,2
0,13,param_62_59,t13,WEIGHT,62,59,0,37945344,2,75890688,cuda:0,,"[49408,768]",0,6
0,14,cache_65_45,t14,CONTEXT,65,45,0,77,8,616,cuda:0,,"[1,77]",2,2
0,15,param_67_68,t15,WEIGHT,67,68,0,59136,2,118272,cpu,,"[77,768]",0,4
0,16,cache_72_73,t16,CONTEXT,72,73,0,59136,2,118272,cuda:0,,"[77,768]",2,2
0,17,param_76_68,t17,WEIGHT,76,68,0,59136,2,118272,cpu,,"[77,768]",0,2
0,18,param_76_73,t18,WEIGHT,76,73,0,59136,2,118272,cuda:0,,"[77,768]",0,6
0,19,cache_81_36,t19,CONTEXT,81,36,0,77,8,616,cuda:0,,[77],1,1
0,20,cache_84_85,t20,CONTEXT,84,85,0,0,2,0,cuda:0,,[0],1,1
0,21,cache_84_87,t21,CONTEXT,84,87,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,22,cache_89_36,t22,CONTEXT,89,36,0,77,8,616,cuda:0,,"[77,1]",1,1
0,23,cache_92_36,t23,CONTEXT,92,36,0,59136,8,473088,cuda:0,,"[77,768]",1,1
0,24,cache_95_87,t24,CONTEXT,95,87,0,59136,2,118272,cuda:0,,"[77,768]",1,0
0,25,cache_95_161,t25,CONTEXT,95,161,0,77,8,616,cuda:0,,"[77,1]",1,1
0,26,cache_97_59,t26,CONTEXT,97,59,0,59136,2,118272,cuda:0,,"[77,768]",1,0
0,27,cache_97_161,t27,CONTEXT,97,161,0,77,8,616,cuda:0,,[77],1,1
0,28,cache_99_87,t28,CONTEXT,99,87,0,59136,2,118272,cuda:0,,"[1,77,768]",1,1
0,29,param_102_103,t29,WEIGHT,102,103,0,768,2,1536,cpu,,[768],0,4
0,30,param_105_106,t30,WEIGHT,105,106,0,768,2,1536,cpu,,[768],0,4
0,31,cache_110_111,t31,CONTEXT,110,111,0,768,2,1536,cuda:0,,[768],2,2
0,32,param_114_103,t32,WEIGHT,114,103,0,768,2,1536,cpu,,[768],0,2
0,33,param_114_111,t33,WEIGHT,114,111,0,768,2,1536,cuda:0,,[768],0,4
0,34,cache_118_119,t34,CONTEXT,118,119,0,768,2,1536,cuda:0,,[768],2,2
0,35,param_122_106,t35,WEIGHT,122,106,0,768,2,1536,cpu,,[768],0,2
0,36,param_122_119,t36,WEIGHT,122,119,0,768,2,1536,cuda:0,,[768],0,4
0,37,cache_127_45,t37,CONTEXT,127,45,0,77,8,616,cuda:0,,[77],1,1
0,38,cache_130_85,t38,CONTEXT,130,85,0,0,2,0,cuda:0,,[0],1,1
0,39,cache_130_132,t39,CONTEXT,130,132,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,40,cache_134_45,t40,CONTEXT,134,45,0,77,8,616,cuda:0,,"[77,1]",1,1
0,41,cache_137_45,t41,CONTEXT,137,45,0,59136,8,473088,cuda:0,,"[77,768]",1,1
0,42,cache_140_132,t42,CONTEXT,140,132,0,59136,2,118272,cuda:0,,"[77,768]",2,1
0,43,cache_142_73,t43,CONTEXT,142,73,0,59136,2,118272,cuda:0,,"[77,768]",1,0
0,44,cache_142_146,t44,CONTEXT,142,146,0,59136,2,118272,cuda:0,,"[1,77,768]",2,3
0,45,cache_150_132,t45,CONTEXT,150,132,0,5929,4,23716,cuda:0,,"[77,77]",3,3
0,46,cache_154_85,t46,CONTEXT,154,85,0,0,8,0,cuda:0,,[0],1,2
0,47,cache_154_157,t47,CONTEXT,154,157,0,77,8,616,cuda:0,,[77],2,2
0,48,param_159_160,t48,WEIGHT,159,160,0,1,8,8,cpu,,[],0,1
0,49,cache_164_165,t49,CONTEXT,164,165,0,5929,1,5929,cuda:0,bool,"[77,77]",1,1
0,50,cache_170_161,t50,CONTEXT,170,161,0,5929,2,11858,cuda:0,,"[77,77]",2,2
0,51,cache_174_161,t51,CONTEXT,174,161,0,5929,2,11858,cuda:0,,"[1,77,77]",1,1
0,52,cache_177_161,t52,CONTEXT,177,161,0,5929,2,11858,cuda:0,,"[1,1,77,77]",1,1
