event_index,id,name,overload_name,trace_name,start_us,end_us,duration_us,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us,thread,fwd_thread,device_type,device_index,device_resource_id,node_id,sequence_nr,scope,depth,cpu_parent_id,cpu_children,kernel_count,kernel_names,kernel_durations_us,is_async,is_remote,is_legacy,is_user_annotation,flops,cpu_memory_usage,self_cpu_memory_usage,device_memory_usage,self_device_memory_usage,input_shapes,concrete_inputs,kwinputs,stack,metadata_json
12784,6087,ws_launch:3:1042,,ws_launch:3:1042,1901368.302,1902491.171,1122.8690000001807,1058.2490000003017,1122.8690000001807,0.0,5.0559999998658895,1,0,CPU,4140351,4140351,-1,-1,7,3,1818,1,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12785,6088,triton_red_fused_add_native_layer_norm_view_69,,triton_red_fused_add_native_layer_norm_view_69,1902077.661,1902142.281,64.61999999987893,49.079999999841675,64.61999999987893,5.0559999998658895,5.0559999998658895,1,0,CPU,4140351,4140351,-1,-1,0,4,6087,1,1,"[""triton_red_fused_add_native_layer_norm_view_69""]",[5.0559999998658895],False,False,False,False,0,0,0,0,0,"[[256,1280],[1,256,1280],[1280],[1280],[1,256,1280],[],[]]","[null,null,null,null,null,256,1280]","{""kernel_backend"":""triton"",""kernel_file"":""/tmp/torchinductor_kwpark/5y/c5yqgra56nmprafdiekrxrsus7vz7xv7ly5mxkk366yhs7flezzt.py"",""kernel_hash"":""c5yqgra56nmprafdiekrxrsus7vz7xv7ly5mxkk366yhs7flezzt"",""kernel_kwargs"":""XBLOCK=2,R0_BLOCK=2048"",""kernel_name"":""triton_red_fused_add_native_layer_norm_view_69"",""num_stages"":1,""num_warps"":16,""stream"":0}",[],
12786,42844,cuLaunchKernel,,cuLaunchKernel,1902112.261,1902127.801,15.540000000037253,15.540000000037253,15.540000000037253,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6088,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12787,42844,triton_red_fused_add_native_layer_norm_view_69,,triton_red_fused_add_native_layer_norm_view_69,1902127.057,1902132.113,5.0559999998658895,0,0,5.0559999998658895,5.0559999998658895,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12788,6087,ws_launch:3:1042,,ws_launch:3:1042,1902127.057,1902132.113,5.0559999998658895,0,0,5.0559999998658895,5.0559999998658895,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12789,6089,ws_launch:3:1043,,ws_launch:3:1043,1903131.6,1904559.179,1427.5789999999106,1345.5989999999292,1427.5789999999106,0.0,17.88800000003539,1,0,CPU,4140351,4140351,-1,-1,7,3,1818,1,0,[],[],False,False,False,True,0,0,0,0,0,[],[],{},[],
12790,6090,aten::mm,,aten::mm,1904107.699,1904189.679,81.97999999998137,66.53000000002794,81.97999999998137,17.88800000003539,17.88800000003539,1,0,CPU,4140351,4140351,-1,-1,0,4,6089,2,1,"[""ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn""]",[17.88800000003539],False,False,False,False,0,0,0,0,0,"[[256,1280],[1280,1280],[256,1280]]","[null,null,null]",{},[],
12791,42873,cudaOccupancyMaxActiveBlocksPerMultiprocessor,,cudaOccupancyMaxActiveBlocksPerMultiprocessor,1904146.949,1904149.169,2.2199999999720603,2.2199999999720603,2.2199999999720603,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6090,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12792,42874,cudaLaunchKernel,,cudaLaunchKernel,1904150.619,1904163.849,13.229999999981374,13.229999999981374,13.229999999981374,0,0,1,0,CPU,4140351,4140351,-1,-1,0,5,6090,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
12793,42874,ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,,ampere_fp16_s16816gemm_fp16_64x64_sliced1x2_ldg8_f2f_stages_64x6_tn,1904163.229,1904181.117,17.88800000003539,0,0,17.88800000003539,17.88800000003539,1,0,CUDA,0,7,-1,-1,0,0,,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
